DATE	COMPANY	Cluster_1	Cluster_2	Cluster_3	Cluster_4	Cluster_5	Cluster_6	Cluster_7	Cluster_8	Cluster_9	Cluster_10	Cluster_11	Cluster_12	Cluster_13	Cluster_14	Cluster_15	Cluster_16	Cluster_17	Cluster_18	Cluster_19	Cluster_20	Cluster_21	Cluster_22	Cluster_23	Cluster_24	Cluster_25	Cluster_26	Cluster_27	Cluster_28	Cluster_29	Cluster_30	Cluster_31	Cluster_32	Cluster_33	Cluster_34	Cluster_35	Cluster_36	Cluster_37	Cluster_38	Cluster_39	Cluster_40	Cluster_41	Cluster_42	Cluster_43	Cluster_44	Cluster_45	Cluster_46	Cluster_47	Cluster_48	Cluster_49	Cluster_50	Cluster_51	Cluster_52	Cluster_53	Cluster_54	Cluster_55	Cluster_56	Cluster_57	Cluster_58	Cluster_59	Cluster_60	Cluster_61	Cluster_62	Cluster_63	Cluster_64	Cluster_65	Cluster_66	Cluster_67	Cluster_68	Cluster_69	Cluster_70	Cluster_71	Cluster_72	Cluster_73	Cluster_74	Cluster_75	Cluster_76	Cluster_77	Cluster_78	Cluster_79	Cluster_80	Cluster_81	Cluster_82	Cluster_83	Cluster_84	Cluster_85	Cluster_86	Cluster_87	Cluster_88	Cluster_89	Cluster_90	Cluster_91	Cluster_92	Cluster_93	Cluster_94	Cluster_95	Cluster_96	Cluster_97	Cluster_98	Cluster_99	Cluster_100	Cluster_101	Cluster_102	Cluster_103	Cluster_104	Cluster_105	Cluster_106	Cluster_107	Cluster_108	Cluster_109	Cluster_110	Cluster_111	Cluster_112	Cluster_113	Cluster_114	Cluster_115	Cluster_116	Cluster_117	Cluster_118	Cluster_119	Cluster_120	Cluster_121	Cluster_122	Cluster_123	Cluster_124	Cluster_125	Cluster_126	Cluster_127	Cluster_128	Cluster_129	Cluster_130	Cluster_131	Cluster_132	Cluster_133	Cluster_134	Cluster_135	Cluster_136	Cluster_137	Cluster_138	Cluster_139	Cluster_140	Cluster_141	Cluster_142	Cluster_143	Cluster_144	Cluster_145	Cluster_146	Cluster_147	Cluster_148	Cluster_149	Cluster_150	Cluster_151	Cluster_152	Cluster_153	Cluster_154	Cluster_155	Cluster_156	Cluster_157	Cluster_158	Cluster_159	Cluster_160	Cluster_161	Cluster_162	Cluster_163	Cluster_164	Cluster_165	Cluster_166	Cluster_167	Cluster_168	Cluster_169	Cluster_170	Cluster_171	Cluster_172	Cluster_173	Cluster_174	Cluster_175	Cluster_176	Cluster_177	Cluster_178	Cluster_179	Cluster_180	Cluster_181	Cluster_182	Cluster_183	Cluster_184	Cluster_185	Cluster_186	Cluster_187	Cluster_188	Cluster_189	Cluster_190	Cluster_191	Cluster_192	Cluster_193	Cluster_194	Cluster_195	Cluster_196	Cluster_197	Cluster_198	Cluster_199	Cluster_200	Cluster_201	Cluster_202	Cluster_203	Cluster_204	Cluster_205	Cluster_206	Cluster_207	Cluster_208	Cluster_209	Cluster_210	Cluster_211	Cluster_212	Cluster_213	Cluster_214	Cluster_215	Cluster_216	Cluster_217	Cluster_218	Cluster_219	Cluster_220	Cluster_221	Cluster_222	Cluster_223	Cluster_224	Cluster_225	Cluster_226	Cluster_227	Cluster_228	Cluster_229	Cluster_230	Cluster_231	Cluster_232	Cluster_233	Cluster_234	
2016-09-29	Apple	4	12	17	33	10	12	8	6	2	10	5	9	33	25	14	17	23	6	128	11	5	13	17	16	6	18	7	37	30	22	56	2	25	31	16	7	23	27	9	7	116	25	2	12	4	28	9	26	3	8	17	35	51	22	15	14	27	3	27	141	1	8	18	26	9	37	16	7	11	10	44	3	7	2	9	8	7	10	42	2	10	28	5	14	9	3	6	20	53	20	10	44	37	10	3	1	4	2	8	2	7	12	6	5	5	3	10	10	3	3	0	6	0	0	0	1	23	4	4	6	25	10	1	11	1	2	16	5	6	2	0	1	0	1	1	0	0	17	2	19	3	1	5	1	6	0	4	10	0	0	8	4	7	3	20	2	2	15	7	5	2	2	14	2	0	3	6	0	2	0	4	3	12	11	0	5	3	6	4	12	4	5	2	4	5	1	4	2	4	9	4	8	10	3	6	8	7	4	2	9	1	4	6	14	5	2	2	2	12	5	2	1	5	4	4	14	0	7	2	3	10	4	4	6	11	2	8	14	3	3	5	13	5	10	
2016-09-30	Apple	4	32	46	38	15	8	14	11	7	12	5	42	24	29	34	49	35	5	133	12	2	12	24	9	6	57	3	8	16	22	30	10	25	40	9	10	10	49	11	26	101	13	5	8	9	27	37	18	8	13	10	30	21	18	15	7	43	4	16	135	1	17	15	39	23	45	6	23	20	9	55	11	5	4	3	10	6	10	19	3	5	33	11	15	16	5	6	96	36	30	10	30	13	13	1	2	5	2	14	1	5	8	2	4	4	3	10	16	7	1	5	10	25	1	3	1	5	9	1	2	17	3	4	14	4	2	12	4	8	0	2	1	0	0	6	1	21	13	4	16	6	4	9	3	3	0	2	1	0	5	5	18	1	0	14	3	4	15	8	4	4	4	7	8	5	6	10	0	1	1	2	2	10	7	2	2	5	3	11	14	6	2	5	6	3	2	3	1	4	5	6	6	4	1	27	3	5	0	0	5	1	21	5	3	5	24	2	2	33	4	3	5	12	1	3	7	26	2	4	1	3	3	5	2	12	1	4	13	1	4	1	8	9	3	
2016-10-01	Apple	3	15	26	25	11	8	18	9	4	6	4	30	34	28	18	46	20	2	112	5	0	10	12	6	4	52	2	7	11	19	19	4	38	37	13	9	12	25	4	10	84	12	13	2	4	17	17	11	1	8	5	27	14	19	9	10	26	4	11	95	3	9	9	35	10	39	12	9	13	6	50	7	8	2	0	10	9	14	12	1	8	33	5	10	18	4	5	91	27	21	10	40	4	12	2	2	4	4	13	1	2	7	1	5	5	2	11	16	3	1	2	5	5	10	0	0	1	4	4	1	23	4	1	12	0	4	9	4	7	1	0	0	0	0	2	0	8	16	1	40	5	1	4	4	1	0	1	0	0	2	11	8	7	1	4	4	5	8	7	3	1	2	8	2	2	1	6	0	4	0	2	3	5	8	1	4	2	2	1	15	0	1	2	2	7	4	2	1	5	6	8	0	2	1	6	3	5	1	1	5	1	7	5	11	1	3	4	3	17	4	2	1	9	3	1	5	8	3	2	2	7	3	3	4	19	0	3	21	2	2	1	9	6	2	
2016-10-02	Apple	2	4	6	7	4	3	4	1	2	2	3	7	12	14	7	32	4	4	25	4	1	4	3	4	1	32	0	2	3	12	3	3	18	19	4	1	7	7	0	4	28	4	0	0	1	7	4	3	1	1	5	7	7	4	5	4	7	0	5	22	1	0	5	11	4	22	3	3	1	4	17	0	4	0	3	0	2	10	6	2	6	11	0	4	12	1	1	59	4	6	3	14	1	15	1	1	1	1	4	1	1	3	0	6	1	1	1	3	0	0	0	2	1	2	0	0	2	1	2	1	5	3	0	3	2	0	4	1	0	2	0	1	0	1	0	0	0	2	0	10	1	0	0	1	1	0	0	0	0	0	3	2	0	5	3	1	0	2	1	0	0	2	3	1	1	1	0	0	0	0	0	0	3	0	0	1	0	0	0	9	1	0	1	4	1	1	0	0	1	4	1	0	1	0	2	2	1	0	0	1	1	2	0	1	2	1	0	0	5	0	1	0	3	0	0	2	2	0	2	0	3	0	4	0	3	0	2	3	2	2	0	3	3	1	
2016-10-03	Apple	6	14	24	38	15	13	10	10	6	13	5	27	37	30	23	65	43	6	122	6	2	13	13	48	11	69	10	7	8	25	20	6	48	68	10	8	20	32	8	14	88	15	9	7	8	77	18	14	5	8	18	63	20	40	22	12	37	6	20	98	3	10	17	33	9	43	15	10	14	12	55	7	10	4	3	8	6	10	14	4	47	33	9	13	11	6	9	115	20	29	8	41	8	12	6	1	2	3	34	4	3	10	3	8	29	2	6	16	24	3	2	10	0	0	1	2	1	5	2	5	18	7	2	9	2	1	17	3	12	2	0	21	0	1	3	2	3	11	8	35	3	2	1	3	1	1	2	3	3	0	12	2	5	5	11	4	2	12	11	7	4	1	13	26	1	8	8	1	1	2	5	0	13	43	2	33	3	4	5	36	6	1	3	4	5	0	1	5	7	6	24	5	2	1	9	1	9	1	1	4	2	3	7	5	2	2	3	1	36	6	5	2	5	1	0	2	0	2	33	0	30	2	8	2	14	1	6	12	5	12	4	16	15	6	
2016-10-04	Apple	6	14	45	38	22	14	17	7	0	5	5	47	35	37	25	26	37	5	143	18	1	12	22	32	2	37	2	3	14	29	15	3	52	67	8	5	14	37	11	38	122	37	10	9	5	52	17	17	6	14	13	49	16	25	11	16	29	6	23	137	2	29	15	53	9	44	9	6	20	12	49	11	10	6	5	14	5	16	14	2	33	53	6	17	22	1	1	39	27	28	12	40	13	28	4	0	2	1	11	6	3	17	7	12	8	3	6	14	13	4	1	3	5	0	2	1	4	6	2	3	25	3	2	14	5	4	13	5	3	4	2	0	0	1	1	0	1	17	3	22	6	2	5	2	7	0	2	4	3	4	8	3	5	3	5	9	4	9	7	3	3	7	10	5	10	6	5	1	1	0	3	7	18	14	2	3	5	7	4	14	4	0	9	6	8	0	2	4	4	10	13	2	2	0	6	4	8	4	0	4	0	4	7	4	0	2	2	1	11	1	3	4	10	3	2	5	4	1	5	1	3	4	5	4	18	3	10	14	2	4	0	8	1	3	
2016-10-05	Apple	8	12	27	58	24	7	19	9	1	11	5	60	29	44	28	7	27	4	143	9	9	15	41	7	5	25	8	12	8	18	27	42	38	55	40	6	13	26	7	18	109	16	38	7	50	23	17	14	7	9	14	40	20	21	18	7	31	3	24	182	4	10	15	35	33	49	13	5	20	13	67	42	18	4	6	11	10	15	19	43	8	51	11	11	20	4	6	25	36	66	13	51	5	17	2	2	6	2	17	8	8	18	5	13	6	0	7	20	6	2	5	8	1	0	1	0	6	3	0	1	19	4	1	19	5	0	14	8	14	2	2	2	1	1	0	2	1	20	3	19	4	2	9	3	6	0	2	2	2	2	7	0	5	4	13	3	6	11	10	7	4	10	10	2	5	4	7	3	37	1	3	5	12	20	4	12	9	4	7	24	6	0	5	11	8	0	3	3	4	11	7	39	5	0	6	6	10	3	1	3	4	1	8	7	1	0	3	3	16	0	3	2	7	2	0	5	1	8	10	2	3	4	6	7	6	2	6	9	3	3	2	13	8	3	
2016-10-06	Apple	7	6	26	211	23	12	8	12	2	11	4	24	38	27	27	43	21	7	117	14	15	39	15	39	1	43	8	7	22	20	18	10	33	44	15	5	21	30	10	13	91	19	14	14	17	56	11	31	5	11	19	64	22	23	20	12	191	6	23	117	2	8	13	25	19	38	17	3	21	18	36	14	6	3	11	7	8	19	17	11	40	32	36	28	5	3	5	67	24	47	15	29	21	9	2	2	3	0	12	6	6	12	6	18	24	0	7	39	5	4	3	4	1	1	0	1	2	3	2	2	36	4	0	17	4	1	9	2	9	2	1	0	0	0	0	0	0	20	4	19	30	7	5	31	1	0	2	4	1	2	11	4	5	3	24	6	2	10	14	9	5	6	7	7	2	5	8	2	13	2	0	2	10	8	3	6	1	4	7	14	5	3	9	5	4	0	4	1	4	9	29	16	4	1	5	6	11	3	1	6	1	1	4	7	9	2	5	1	8	5	5	1	27	3	2	3	1	2	4	5	7	3	5	0	6	3	6	6	2	3	3	13	7	1	
2016-10-07	Apple	6	11	32	52	16	12	15	6	4	9	10	36	44	33	28	21	22	8	119	6	4	13	15	48	6	28	5	8	6	22	20	9	37	41	8	2	18	40	9	8	101	12	5	3	9	78	21	9	6	9	19	39	20	20	15	22	38	4	21	110	0	6	17	34	36	46	8	3	13	11	50	4	9	3	6	7	6	12	9	6	52	36	15	17	20	5	6	36	33	33	10	36	9	17	3	1	1	2	5	5	5	18	0	12	4	2	16	16	9	2	1	5	3	1	1	0	2	3	3	4	26	3	2	12	2	5	12	2	7	0	1	2	1	0	5	0	1	11	2	18	3	1	7	10	6	0	1	1	0	2	7	2	5	3	10	6	10	14	8	3	3	3	7	9	30	11	5	1	3	0	0	3	13	7	4	3	4	4	4	9	3	0	2	3	10	0	3	2	2	8	7	17	3	1	12	15	9	4	0	6	1	3	4	3	3	1	5	1	13	4	2	1	6	2	3	3	12	2	15	1	5	2	8	5	19	1	7	18	2	6	2	11	7	2	
2016-10-08	Apple	5	16	24	37	7	14	11	8	3	9	7	17	43	40	30	17	31	3	108	8	1	14	13	12	33	34	2	5	7	29	52	5	41	50	8	6	16	52	8	19	71	12	10	12	7	29	21	12	7	11	9	33	28	17	10	29	28	4	19	86	0	12	12	38	13	50	8	6	13	8	53	5	6	7	3	4	5	13	11	4	12	41	15	9	22	3	6	29	55	28	12	39	7	23	3	3	2	1	8	6	0	8	3	3	4	5	13	15	4	2	3	11	1	1	0	0	0	9	3	3	20	0	15	11	2	1	7	4	9	1	2	1	0	1	0	0	1	9	3	14	3	1	7	4	3	0	4	2	0	2	8	4	2	1	5	5	4	9	6	3	6	1	10	2	4	0	6	0	0	0	5	2	4	7	2	5	6	7	4	16	1	2	2	7	6	4	5	0	4	8	9	4	1	2	6	3	14	3	3	3	0	2	6	4	0	5	7	3	8	1	0	2	6	4	1	15	1	5	3	0	3	2	4	4	18	2	11	23	4	0	4	8	4	3	
2016-10-09	Apple	4	2	13	14	11	2	4	5	1	4	6	10	18	14	7	2	10	3	44	6	1	1	5	7	8	9	3	0	6	6	10	1	13	33	4	1	2	15	1	5	36	4	5	6	2	14	6	6	9	2	12	4	6	8	6	6	9	1	15	36	0	2	6	11	3	14	13	3	2	5	13	5	7	0	0	9	3	20	3	0	6	15	2	9	22	0	10	6	9	13	11	12	24	6	1	1	0	0	2	1	32	6	0	22	10	0	3	4	3	0	0	2	1	0	0	0	0	3	18	1	7	0	0	6	2	3	7	0	2	3	0	0	0	0	3	0	0	4	3	8	1	1	8	0	1	0	0	3	0	0	3	2	0	0	1	1	1	4	2	0	0	4	1	1	1	2	5	2	0	0	3	6	0	3	0	0	0	1	2	2	0	20	7	1	5	1	0	0	1	2	0	4	1	1	8	8	3	1	0	2	2	0	0	3	2	3	1	0	2	0	2	1	1	1	1	2	18	0	4	0	1	1	1	1	4	1	14	6	0	1	1	5	0	1	
2016-10-10	Apple	6	13	26	73	28	10	25	4	2	11	6	32	29	57	50	16	27	9	144	21	5	15	30	32	3	34	6	7	18	29	26	4	55	83	17	17	10	55	13	18	111	14	8	11	10	51	25	22	16	8	19	40	19	28	28	21	38	11	32	112	0	17	13	37	21	56	18	8	28	15	70	13	19	5	10	15	6	21	14	2	33	60	14	29	36	8	8	26	23	30	26	58	26	33	3	6	5	8	22	11	6	25	9	10	7	7	18	24	7	5	2	13	8	2	1	2	3	3	4	5	28	12	4	34	4	2	33	9	15	6	2	10	0	2	2	2	2	27	4	22	10	8	11	3	4	4	2	4	1	5	11	6	1	13	22	3	12	10	5	7	6	3	13	6	2	3	22	0	1	1	6	11	6	21	3	4	6	8	7	31	16	18	8	6	9	3	20	2	2	12	14	6	9	3	12	16	19	2	3	4	2	10	12	3	3	5	21	2	28	2	5	5	9	4	5	8	9	3	12	4	3	6	7	4	28	3	15	21	4	4	0	16	2	3	
